year,month,day,time,timezone,rain,snow,air_temperature,ground_temperature,highest_temperature,lowest_temperature,place,place_code,latitude,longitude
2020,4,17,00:00,UTC,NULL,NULL,4.4,NULL,6.9,2.2,Mustasaari,101464,63.43508,21.06856
2020,4,18,00:00,UTC,NULL,NULL,4.1,NULL,8.0,1.8,Mustasaari,101464,63.43508,21.06856
2020,4,19,00:00,UTC,NULL,NULL,4.7,NULL,8.0,2.1,Mustasaari,101464,63.43508,21.06856
2020,4,20,00:00,UTC,NULL,NULL,5.8,NULL,11.7,3.5,Mustasaari,101464,63.43508,21.06856
2020,4,21,00:00,UTC,NULL,NULL,6.2,NULL,10.2,3.5,Mustasaari,101464,63.43508,21.06856
2020,4,22,00:00,UTC,NULL,NULL,5.6,NULL,10.1,2.6,Mustasaari,101464,63.43508,21.06856
2020,4,23,00:00,UTC,NULL,NULL,5.1,NULL,7.6,2.5,Mustasaari,101464,63.43508,21.06856
2020,4,24,00:00,UTC,NULL,NULL,3.3,NULL,5.4,1.9,Mustasaari,101464,63.43508,21.06856
2020,4,25,00:00,UTC,NULL,NULL,3.8,NULL,7.9,0.6,Mustasaari,101464,63.43508,21.06856
2020,4,26,00:00,UTC,NULL,NULL,4.0,NULL,6.9,2.7,Mustasaari,101464,63.43508,21.06856
2020,4,27,00:00,UTC,NULL,NULL,3.0,NULL,4.2,2.2,Mustasaari,101464,63.43508,21.06856
2020,4,28,00:00,UTC,NULL,NULL,2.6,NULL,3.6,0.8,Mustasaari,101464,63.43508,21.06856
2020,4,29,00:00,UTC,NULL,NULL,3.1,NULL,4.9,1.9,Mustasaari,101464,63.43508,21.06856
2020,4,30,00:00,UTC,NULL,NULL,3.5,NULL,5.5,1.4,Mustasaari,101464,63.43508,21.06856
2020,5,1,00:00,UTC,NULL,NULL,5.6,NULL,9.6,1.5,Mustasaari,101464,63.43508,21.06856
2020,5,2,00:00,UTC,NULL,NULL,6.6,NULL,10.8,4.5,Mustasaari,101464,63.43508,21.06856
2020,5,3,00:00,UTC,NULL,NULL,5.8,NULL,9.1,4.3,Mustasaari,101464,63.43508,21.06856
2020,5,4,00:00,UTC,NULL,NULL,6.3,NULL,9.3,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,5,00:00,UTC,NULL,NULL,6.4,NULL,10.4,3.8,Mustasaari,101464,63.43508,21.06856
2020,5,6,00:00,UTC,NULL,NULL,7.1,NULL,11.0,5.2,Mustasaari,101464,63.43508,21.06856
2020,5,7,00:00,UTC,NULL,NULL,6.7,NULL,10.6,3.9,Mustasaari,101464,63.43508,21.06856
2020,5,8,00:00,UTC,NULL,NULL,5.8,NULL,10.4,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,9,00:00,UTC,NULL,NULL,5.6,NULL,9.0,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,10,00:00,UTC,NULL,NULL,3.7,NULL,6.1,1.4,Mustasaari,101464,63.43508,21.06856
2020,5,11,00:00,UTC,NULL,NULL,4.6,NULL,7.7,1.9,Mustasaari,101464,63.43508,21.06856
2020,5,12,00:00,UTC,NULL,NULL,4.8,NULL,8.1,2.9,Mustasaari,101464,63.43508,21.06856
2020,5,13,00:00,UTC,NULL,NULL,5.6,NULL,9.0,3.2,Mustasaari,101464,63.43508,21.06856
2020,5,14,00:00,UTC,NULL,NULL,5.2,NULL,8.3,2.3,Mustasaari,101464,63.43508,21.06856
2020,5,15,00:00,UTC,NULL,NULL,5.4,NULL,8.4,3.5,Mustasaari,101464,63.43508,21.06856
2020,5,16,00:00,UTC,NULL,NULL,5.3,NULL,8.4,3.3,Mustasaari,101464,63.43508,21.06856
2020,5,17,00:00,UTC,NULL,NULL,5.1,NULL,7.3,2.5,Mustasaari,101464,63.43508,21.06856
2020,5,18,00:00,UTC,NULL,NULL,7.0,NULL,10.2,4.4,Mustasaari,101464,63.43508,21.06856
2020,5,19,00:00,UTC,NULL,NULL,6.3,NULL,7.9,5.4,Mustasaari,101464,63.43508,21.06856
2020,5,20,00:00,UTC,NULL,NULL,6.3,NULL,8.0,4.8,Mustasaari,101464,63.43508,21.06856
2020,5,21,00:00,UTC,NULL,NULL,7.4,NULL,9.7,5.3,Mustasaari,101464,63.43508,21.06856
2020,5,22,00:00,UTC,NULL,NULL,9.2,NULL,14.5,5.4,Mustasaari,101464,63.43508,21.06856
2020,5,23,00:00,UTC,NULL,NULL,10.4,NULL,14.1,6.8,Mustasaari,101464,63.43508,21.06856
2020,5,24,00:00,UTC,NULL,NULL,9.5,NULL,12.9,7.5,Mustasaari,101464,63.43508,21.06856
2020,5,25,00:00,UTC,NULL,NULL,10.5,NULL,15.3,7.5,Mustasaari,101464,63.43508,21.06856
2020,5,26,00:00,UTC,NULL,NULL,12.6,NULL,17.2,9.0,Mustasaari,101464,63.43508,21.06856
2020,5,27,00:00,UTC,NULL,NULL,11.4,NULL,15.1,9.1,Mustasaari,101464,63.43508,21.06856
2020,5,28,00:00,UTC,NULL,NULL,10.8,NULL,14.7,8.4,Mustasaari,101464,63.43508,21.06856
2020,5,29,00:00,UTC,NULL,NULL,11.0,NULL,14.9,7.8,Mustasaari,101464,63.43508,21.06856
2020,5,30,00:00,UTC,NULL,NULL,9.8,NULL,12.2,8.9,Mustasaari,101464,63.43508,21.06856
2020,5,31,00:00,UTC,NULL,NULL,13.2,NULL,17.7,8.0,Mustasaari,101464,63.43508,21.06856
2020,6,1,00:00,UTC,NULL,NULL,13.8,NULL,16.4,11.8,Mustasaari,101464,63.43508,21.06856
2020,6,2,00:00,UTC,NULL,NULL,12.9,NULL,15.2,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,3,00:00,UTC,NULL,NULL,13.2,NULL,16.6,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,4,00:00,UTC,NULL,NULL,13.1,NULL,16.5,9.9,Mustasaari,101464,63.43508,21.06856
2020,6,5,00:00,UTC,NULL,NULL,11.4,NULL,13.5,10.4,Mustasaari,101464,63.43508,21.06856
2020,6,6,00:00,UTC,NULL,NULL,12.1,NULL,16.2,9.6,Mustasaari,101464,63.43508,21.06856
2020,6,7,00:00,UTC,NULL,NULL,12.2,NULL,14.0,10.1,Mustasaari,101464,63.43508,21.06856
2020,6,8,00:00,UTC,NULL,NULL,12.4,NULL,15.4,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,9,00:00,UTC,NULL,NULL,11.7,NULL,16.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,6,10,00:00,UTC,NULL,NULL,12.5,NULL,17.0,8.3,Mustasaari,101464,63.43508,21.06856
2020,6,11,00:00,UTC,NULL,NULL,15.1,NULL,20.0,10.7,Mustasaari,101464,63.43508,21.06856
2020,6,12,00:00,UTC,NULL,NULL,13.4,NULL,17.0,10.9,Mustasaari,101464,63.43508,21.06856
2020,6,13,00:00,UTC,NULL,NULL,15.6,NULL,20.3,9.9,Mustasaari,101464,63.43508,21.06856
2020,6,14,00:00,UTC,NULL,NULL,16.4,NULL,19.6,11.3,Mustasaari,101464,63.43508,21.06856
2020,6,15,00:00,UTC,NULL,NULL,17.1,NULL,19.8,14.4,Mustasaari,101464,63.43508,21.06856
2020,6,16,00:00,UTC,NULL,NULL,14.2,NULL,18.0,13.5,Mustasaari,101464,63.43508,21.06856
2020,6,17,00:00,UTC,NULL,NULL,14.0,NULL,16.4,12.0,Mustasaari,101464,63.43508,21.06856
2020,6,18,00:00,UTC,NULL,NULL,14.3,NULL,16.9,12.3,Mustasaari,101464,63.43508,21.06856
2020,6,19,00:00,UTC,NULL,NULL,14.5,NULL,16.2,12.4,Mustasaari,101464,63.43508,21.06856
2020,6,20,00:00,UTC,NULL,NULL,14.6,NULL,16.0,12.9,Mustasaari,101464,63.43508,21.06856
2020,6,21,00:00,UTC,NULL,NULL,16.4,NULL,19.7,13.2,Mustasaari,101464,63.43508,21.06856
2020,6,22,00:00,UTC,NULL,NULL,15.4,NULL,19.5,12.8,Mustasaari,101464,63.43508,21.06856
2020,6,23,00:00,UTC,NULL,NULL,17.3,NULL,20.5,13.4,Mustasaari,101464,63.43508,21.06856
2020,6,24,00:00,UTC,NULL,NULL,18.8,NULL,22.6,15.0,Mustasaari,101464,63.43508,21.06856
2020,6,25,00:00,UTC,NULL,NULL,20.6,NULL,24.0,17.2,Mustasaari,101464,63.43508,21.06856
2020,6,26,00:00,UTC,NULL,NULL,20.0,NULL,24.5,16.5,Mustasaari,101464,63.43508,21.06856
2020,6,27,00:00,UTC,NULL,NULL,16.5,NULL,18.5,14.1,Mustasaari,101464,63.43508,21.06856
2020,6,28,00:00,UTC,NULL,NULL,16.2,NULL,18.1,14.7,Mustasaari,101464,63.43508,21.06856
2020,6,29,00:00,UTC,NULL,NULL,17.5,NULL,22.8,14.9,Mustasaari,101464,63.43508,21.06856
2020,6,30,00:00,UTC,NULL,NULL,17.2,NULL,19.7,15.5,Mustasaari,101464,63.43508,21.06856
2020,7,1,00:00,UTC,NULL,NULL,15.6,NULL,18.7,13.5,Mustasaari,101464,63.43508,21.06856
2020,7,2,00:00,UTC,NULL,NULL,14.0,NULL,17.7,12.2,Mustasaari,101464,63.43508,21.06856
2020,7,3,00:00,UTC,NULL,NULL,13.9,NULL,16.1,11.5,Mustasaari,101464,63.43508,21.06856
2020,7,4,00:00,UTC,NULL,NULL,13.9,NULL,17.5,10.9,Mustasaari,101464,63.43508,21.06856
2020,7,5,00:00,UTC,NULL,NULL,14.2,NULL,17.6,11.5,Mustasaari,101464,63.43508,21.06856
2020,7,6,00:00,UTC,NULL,NULL,14.2,NULL,17.3,11.6,Mustasaari,101464,63.43508,21.06856
2020,7,7,00:00,UTC,NULL,NULL,14.6,NULL,17.8,12.3,Mustasaari,101464,63.43508,21.06856
2020,7,8,00:00,UTC,NULL,NULL,15.4,NULL,18.6,13.1,Mustasaari,101464,63.43508,21.06856
2020,7,9,00:00,UTC,NULL,NULL,14.7,NULL,17.8,11.1,Mustasaari,101464,63.43508,21.06856
2020,7,10,00:00,UTC,NULL,NULL,15.7,NULL,19.3,13.1,Mustasaari,101464,63.43508,21.06856
2020,7,11,00:00,UTC,NULL,NULL,15.2,NULL,17.8,12.2,Mustasaari,101464,63.43508,21.06856
2020,7,12,00:00,UTC,NULL,NULL,14.9,NULL,16.6,12.5,Mustasaari,101464,63.43508,21.06856
2020,7,13,00:00,UTC,NULL,NULL,13.6,NULL,17.0,10.8,Mustasaari,101464,63.43508,21.06856
2020,7,14,00:00,UTC,NULL,NULL,15.0,NULL,18.9,10.3,Mustasaari,101464,63.43508,21.06856
2020,7,15,00:00,UTC,NULL,NULL,16.0,NULL,20.3,12.4,Mustasaari,101464,63.43508,21.06856
2020,7,16,00:00,UTC,NULL,NULL,17.1,NULL,20.8,13.5,Mustasaari,101464,63.43508,21.06856
2020,7,17,00:00,UTC,NULL,NULL,19.2,NULL,22.3,15.0,Mustasaari,101464,63.43508,21.06856
2020,7,18,00:00,UTC,NULL,NULL,19.1,NULL,21.8,17.8,Mustasaari,101464,63.43508,21.06856
2020,7,19,00:00,UTC,NULL,NULL,19.9,NULL,23.0,17.7,Mustasaari,101464,63.43508,21.06856
2020,7,20,00:00,UTC,NULL,NULL,20.2,NULL,22.9,18.7,Mustasaari,101464,63.43508,21.06856
2020,7,21,00:00,UTC,NULL,NULL,17.6,NULL,20.3,14.8,Mustasaari,101464,63.43508,21.06856
2020,7,22,00:00,UTC,NULL,NULL,14.6,NULL,16.8,13.2,Mustasaari,101464,63.43508,21.06856
2020,7,23,00:00,UTC,NULL,NULL,13.5,NULL,15.6,12.4,Mustasaari,101464,63.43508,21.06856
2020,7,24,00:00,UTC,NULL,NULL,13.8,NULL,15.8,11.9,Mustasaari,101464,63.43508,21.06856
2020,7,25,00:00,UTC,NULL,NULL,14.7,NULL,17.8,12.8,Mustasaari,101464,63.43508,21.06856
2020,7,26,00:00,UTC,NULL,NULL,17.9,NULL,22.3,14.1,Mustasaari,101464,63.43508,21.06856
2020,7,27,00:00,UTC,NULL,NULL,18.3,NULL,23.4,15.8,Mustasaari,101464,63.43508,21.06856
2020,7,28,00:00,UTC,NULL,NULL,18.2,NULL,21.6,15.7,Mustasaari,101464,63.43508,21.06856
2020,7,29,00:00,UTC,NULL,NULL,17.1,NULL,20.4,15.2,Mustasaari,101464,63.43508,21.06856
2020,7,30,00:00,UTC,NULL,NULL,15.9,NULL,19.4,13.7,Mustasaari,101464,63.43508,21.06856
2020,7,31,00:00,UTC,NULL,NULL,16.6,NULL,18.3,15.0,Mustasaari,101464,63.43508,21.06856
2020,8,1,00:00,UTC,NULL,NULL,17.2,NULL,20.5,12.5,Mustasaari,101464,63.43508,21.06856
2020,8,2,00:00,UTC,NULL,NULL,16.6,NULL,19.5,14.4,Mustasaari,101464,63.43508,21.06856
2020,8,3,00:00,UTC,NULL,NULL,17.1,NULL,18.6,16.0,Mustasaari,101464,63.43508,21.06856
2020,8,4,00:00,UTC,NULL,NULL,16.9,NULL,19.0,15.7,Mustasaari,101464,63.43508,21.06856
2020,8,5,00:00,UTC,NULL,NULL,17.2,NULL,20.5,14.6,Mustasaari,101464,63.43508,21.06856
2020,8,6,00:00,UTC,NULL,NULL,17.3,NULL,20.4,15.0,Mustasaari,101464,63.43508,21.06856
2020,8,7,00:00,UTC,NULL,NULL,19.1,NULL,22.2,15.6,Mustasaari,101464,63.43508,21.06856
2020,8,8,00:00,UTC,NULL,NULL,20.3,NULL,23.0,18.4,Mustasaari,101464,63.43508,21.06856
2020,8,9,00:00,UTC,NULL,NULL,18.8,NULL,21.1,17.7,Mustasaari,101464,63.43508,21.06856
2020,8,10,00:00,UTC,NULL,NULL,16.5,NULL,18.7,14.8,Mustasaari,101464,63.43508,21.06856
2020,8,11,00:00,UTC,NULL,NULL,16.7,NULL,19.2,15.3,Mustasaari,101464,63.43508,21.06856
2020,8,12,00:00,UTC,NULL,NULL,16.4,NULL,18.2,13.2,Mustasaari,101464,63.43508,21.06856
2020,8,13,00:00,UTC,NULL,NULL,17.0,NULL,20.4,13.7,Mustasaari,101464,63.43508,21.06856
2020,8,14,00:00,UTC,NULL,NULL,18.2,NULL,20.9,15.6,Mustasaari,101464,63.43508,21.06856
2020,8,15,00:00,UTC,NULL,NULL,18.5,NULL,21.6,16.5,Mustasaari,101464,63.43508,21.06856
2020,8,16,00:00,UTC,NULL,NULL,17.3,NULL,19.8,15.9,Mustasaari,101464,63.43508,21.06856
2020,8,17,00:00,UTC,NULL,NULL,14.9,NULL,17.9,13.1,Mustasaari,101464,63.43508,21.06856
2020,8,18,00:00,UTC,NULL,NULL,17.2,NULL,20.1,13.8,Mustasaari,101464,63.43508,21.06856
2020,8,19,00:00,UTC,NULL,NULL,18.6,NULL,22.8,15.2,Mustasaari,101464,63.43508,21.06856
2020,8,20,00:00,UTC,NULL,NULL,19.9,NULL,21.9,17.9,Mustasaari,101464,63.43508,21.06856
2020,8,21,00:00,UTC,NULL,NULL,19.7,NULL,21.7,17.9,Mustasaari,101464,63.43508,21.06856
2020,8,22,00:00,UTC,NULL,NULL,20.2,NULL,22.4,18.8,Mustasaari,101464,63.43508,21.06856
2020,8,23,00:00,UTC,NULL,NULL,18.8,NULL,20.5,17.0,Mustasaari,101464,63.43508,21.06856
2020,8,24,00:00,UTC,NULL,NULL,15.0,NULL,17.4,11.8,Mustasaari,101464,63.43508,21.06856
2020,8,25,00:00,UTC,NULL,NULL,16.0,NULL,19.7,12.5,Mustasaari,101464,63.43508,21.06856
2020,8,26,00:00,UTC,NULL,NULL,14.4,NULL,17.6,11.8,Mustasaari,101464,63.43508,21.06856
2020,8,27,00:00,UTC,NULL,NULL,13.9,NULL,16.2,12.4,Mustasaari,101464,63.43508,21.06856
2020,8,28,00:00,UTC,NULL,NULL,14.1,NULL,17.6,10.4,Mustasaari,101464,63.43508,21.06856
2020,8,29,00:00,UTC,NULL,NULL,14.9,NULL,18.0,11.0,Mustasaari,101464,63.43508,21.06856
2020,8,30,00:00,UTC,NULL,NULL,15.3,NULL,17.4,12.0,Mustasaari,101464,63.43508,21.06856
2020,8,31,00:00,UTC,NULL,NULL,15.0,NULL,16.2,13.4,Mustasaari,101464,63.43508,21.06856
2020,9,1,00:00,UTC,NULL,NULL,13.7,NULL,17.0,12.0,Mustasaari,101464,63.43508,21.06856
2020,9,2,00:00,UTC,NULL,NULL,15.8,NULL,19.8,11.0,Mustasaari,101464,63.43508,21.06856
2020,9,3,00:00,UTC,NULL,NULL,14.4,NULL,16.1,11.7,Mustasaari,101464,63.43508,21.06856
2020,9,4,00:00,UTC,NULL,NULL,16.5,NULL,19.0,15.3,Mustasaari,101464,63.43508,21.06856
2020,9,5,00:00,UTC,NULL,NULL,16.1,NULL,18.1,15.0,Mustasaari,101464,63.43508,21.06856
2020,9,6,00:00,UTC,NULL,NULL,14.9,NULL,17.3,13.7,Mustasaari,101464,63.43508,21.06856
2020,9,7,00:00,UTC,NULL,NULL,14.3,NULL,17.2,10.2,Mustasaari,101464,63.43508,21.06856
2020,9,8,00:00,UTC,NULL,NULL,15.0,NULL,16.5,12.3,Mustasaari,101464,63.43508,21.06856
2020,9,9,00:00,UTC,NULL,NULL,15.1,NULL,18.3,13.4,Mustasaari,101464,63.43508,21.06856
2020,9,10,00:00,UTC,NULL,NULL,13.1,NULL,15.6,10.8,Mustasaari,101464,63.43508,21.06856
2020,9,11,00:00,UTC,NULL,NULL,12.3,NULL,14.4,9.7,Mustasaari,101464,63.43508,21.06856
2020,9,12,00:00,UTC,NULL,NULL,14.1,NULL,16.3,11.5,Mustasaari,101464,63.43508,21.06856
2020,9,13,00:00,UTC,NULL,NULL,13.6,NULL,16.1,11.0,Mustasaari,101464,63.43508,21.06856
2020,9,14,00:00,UTC,NULL,NULL,13.1,NULL,15.3,11.8,Mustasaari,101464,63.43508,21.06856
2020,9,15,00:00,UTC,NULL,NULL,11.8,NULL,14.1,10.4,Mustasaari,101464,63.43508,21.06856
2020,9,16,00:00,UTC,NULL,NULL,10.4,NULL,13.8,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,17,00:00,UTC,NULL,NULL,10.5,NULL,11.2,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,18,00:00,UTC,NULL,NULL,12.1,NULL,15.1,6.9,Mustasaari,101464,63.43508,21.06856
2020,9,19,00:00,UTC,NULL,NULL,11.7,NULL,13.6,10.5,Mustasaari,101464,63.43508,21.06856
2020,9,20,00:00,UTC,NULL,NULL,10.9,NULL,12.4,8.9,Mustasaari,101464,63.43508,21.06856
2020,9,21,00:00,UTC,NULL,NULL,11.7,NULL,13.4,9.9,Mustasaari,101464,63.43508,21.06856
2020,9,22,00:00,UTC,NULL,NULL,10.9,NULL,14.2,9.7,Mustasaari,101464,63.43508,21.06856
2020,9,23,00:00,UTC,NULL,NULL,12.4,NULL,14.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,9,24,00:00,UTC,NULL,NULL,12.5,NULL,14.3,10.4,Mustasaari,101464,63.43508,21.06856
2020,9,25,00:00,UTC,NULL,NULL,12.4,NULL,16.3,10.1,Mustasaari,101464,63.43508,21.06856
2020,9,26,00:00,UTC,NULL,NULL,9.9,NULL,10.6,9.1,Mustasaari,101464,63.43508,21.06856
2020,9,27,00:00,UTC,NULL,NULL,9.9,NULL,10.1,9.5,Mustasaari,101464,63.43508,21.06856
2020,9,28,00:00,UTC,NULL,NULL,9.5,NULL,10.8,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,29,00:00,UTC,NULL,NULL,10.9,NULL,14.9,8.0,Mustasaari,101464,63.43508,21.06856
2020,9,30,00:00,UTC,NULL,NULL,12.6,NULL,14.1,10.7,Mustasaari,101464,63.43508,21.06856
2020,10,1,00:00,UTC,NULL,NULL,10.5,NULL,12.5,9.7,Mustasaari,101464,63.43508,21.06856
2020,10,2,00:00,UTC,NULL,NULL,10.3,NULL,12.1,8.5,Mustasaari,101464,63.43508,21.06856
2020,10,3,00:00,UTC,NULL,NULL,11.6,NULL,12.8,10.1,Mustasaari,101464,63.43508,21.06856
2020,10,4,00:00,UTC,NULL,NULL,12.9,NULL,15.5,11.6,Mustasaari,101464,63.43508,21.06856
2020,10,5,00:00,UTC,NULL,NULL,12.1,NULL,13.9,11.1,Mustasaari,101464,63.43508,21.06856
2020,10,6,00:00,UTC,NULL,NULL,12.1,NULL,13.6,10.2,Mustasaari,101464,63.43508,21.06856
2020,10,7,00:00,UTC,NULL,NULL,13.0,NULL,13.9,12.0,Mustasaari,101464,63.43508,21.06856
2020,10,8,00:00,UTC,NULL,NULL,12.6,NULL,13.5,12.1,Mustasaari,101464,63.43508,21.06856
2020,10,9,00:00,UTC,NULL,NULL,11.8,NULL,13.4,11.1,Mustasaari,101464,63.43508,21.06856
2020,10,10,00:00,UTC,NULL,NULL,10.4,NULL,12.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,10,11,00:00,UTC,NULL,NULL,9.7,NULL,11.7,8.8,Mustasaari,101464,63.43508,21.06856
2020,10,12,00:00,UTC,NULL,NULL,8.5,NULL,9.5,7.0,Mustasaari,101464,63.43508,21.06856
2020,10,13,00:00,UTC,NULL,NULL,8.3,NULL,9.2,7.3,Mustasaari,101464,63.43508,21.06856
2020,10,14,00:00,UTC,NULL,NULL,7.5,NULL,8.4,6.8,Mustasaari,101464,63.43508,21.06856
2020,10,15,00:00,UTC,NULL,NULL,7.7,NULL,8.5,6.5,Mustasaari,101464,63.43508,21.06856
2020,10,16,00:00,UTC,NULL,NULL,7.0,NULL,8.3,5.4,Mustasaari,101464,63.43508,21.06856
2020,10,17,00:00,UTC,NULL,NULL,8.0,NULL,9.9,7.0,Mustasaari,101464,63.43508,21.06856
2020,10,18,00:00,UTC,NULL,NULL,3.0,NULL,7.1,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,19,00:00,UTC,NULL,NULL,4.5,NULL,6.0,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,20,00:00,UTC,NULL,NULL,3.5,NULL,5.4,2.1,Mustasaari,101464,63.43508,21.06856
2020,10,21,00:00,UTC,NULL,NULL,3.1,NULL,5.0,1.5,Mustasaari,101464,63.43508,21.06856
2020,10,22,00:00,UTC,NULL,NULL,6.4,NULL,8.4,5.1,Mustasaari,101464,63.43508,21.06856
2020,10,23,00:00,UTC,NULL,NULL,3.1,NULL,5.4,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,24,00:00,UTC,NULL,NULL,3.7,NULL,4.3,2.2,Mustasaari,101464,63.43508,21.06856
2020,10,25,00:00,UTC,NULL,NULL,4.6,NULL,6.0,1.9,Mustasaari,101464,63.43508,21.06856
2020,10,26,00:00,UTC,NULL,NULL,9.2,NULL,10.2,6.0,Mustasaari,101464,63.43508,21.06856
2020,10,27,00:00,UTC,NULL,NULL,9.0,NULL,11.1,7.9,Mustasaari,101464,63.43508,21.06856
2020,10,28,00:00,UTC,NULL,NULL,8.9,NULL,9.5,8.2,Mustasaari,101464,63.43508,21.06856
2020,10,29,00:00,UTC,NULL,NULL,8.7,NULL,9.3,8.3,Mustasaari,101464,63.43508,21.06856
2020,10,30,00:00,UTC,NULL,NULL,6.4,NULL,9.0,5.5,Mustasaari,101464,63.43508,21.06856
2020,10,31,00:00,UTC,NULL,NULL,6.7,NULL,8.4,4.5,Mustasaari,101464,63.43508,21.06856
2020,11,1,00:00,UTC,NULL,NULL,9.2,NULL,10.0,7.4,Mustasaari,101464,63.43508,21.06856
2020,11,2,00:00,UTC,NULL,NULL,9.6,NULL,11.9,8.3,Mustasaari,101464,63.43508,21.06856
2020,11,3,00:00,UTC,NULL,NULL,8.5,NULL,11.2,8.1,Mustasaari,101464,63.43508,21.06856
2020,11,4,00:00,UTC,NULL,NULL,7.9,NULL,8.8,7.1,Mustasaari,101464,63.43508,21.06856
2020,11,5,00:00,UTC,NULL,NULL,8.5,NULL,9.8,6.5,Mustasaari,101464,63.43508,21.06856
2020,11,6,00:00,UTC,NULL,NULL,9.7,NULL,11.1,8.1,Mustasaari,101464,63.43508,21.06856
2020,11,7,00:00,UTC,NULL,NULL,9.5,NULL,11.1,8.3,Mustasaari,101464,63.43508,21.06856
2020,11,8,00:00,UTC,NULL,NULL,5.6,NULL,8.3,5.0,Mustasaari,101464,63.43508,21.06856
2020,11,9,00:00,UTC,NULL,NULL,6.3,NULL,7.4,5.2,Mustasaari,101464,63.43508,21.06856
2020,11,10,00:00,UTC,NULL,NULL,4.4,NULL,6.3,3.3,Mustasaari,101464,63.43508,21.06856
2020,11,11,00:00,UTC,NULL,NULL,5.6,NULL,6.2,3.4,Mustasaari,101464,63.43508,21.06856
2020,11,12,00:00,UTC,NULL,NULL,6.6,NULL,7.4,5.5,Mustasaari,101464,63.43508,21.06856
2020,11,13,00:00,UTC,NULL,NULL,6.4,NULL,7.7,5.5,Mustasaari,101464,63.43508,21.06856
2020,11,14,00:00,UTC,NULL,NULL,6.0,NULL,6.5,4.9,Mustasaari,101464,63.43508,21.06856
2020,11,15,00:00,UTC,NULL,NULL,7.5,NULL,8.6,6.3,Mustasaari,101464,63.43508,21.06856
2020,11,16,00:00,UTC,NULL,NULL,6.0,NULL,7.1,4.8,Mustasaari,101464,63.43508,21.06856
2020,11,17,00:00,UTC,NULL,NULL,8.5,NULL,8.9,6.5,Mustasaari,101464,63.43508,21.06856
2020,11,18,00:00,UTC,NULL,NULL,7.7,NULL,8.5,6.4,Mustasaari,101464,63.43508,21.06856
2020,11,19,00:00,UTC,NULL,NULL,4.1,NULL,9.5,0.5,Mustasaari,101464,63.43508,21.06856
2020,11,20,00:00,UTC,NULL,NULL,2.5,NULL,3.9,-0.8,Mustasaari,101464,63.43508,21.06856
2020,11,21,00:00,UTC,NULL,NULL,4.4,NULL,6.0,0.3,Mustasaari,101464,63.43508,21.06856
2020,11,22,00:00,UTC,NULL,NULL,6.5,NULL,7.3,5.6,Mustasaari,101464,63.43508,21.06856
2020,11,23,00:00,UTC,NULL,NULL,5.2,NULL,7.4,4.6,Mustasaari,101464,63.43508,21.06856
2020,11,24,00:00,UTC,NULL,NULL,2.7,NULL,4.7,1.8,Mustasaari,101464,63.43508,21.06856
2020,11,25,00:00,UTC,NULL,NULL,3.8,NULL,7.6,1.5,Mustasaari,101464,63.43508,21.06856
2020,11,26,00:00,UTC,NULL,NULL,3.7,NULL,7.7,1.5,Mustasaari,101464,63.43508,21.06856
2020,11,27,00:00,UTC,NULL,NULL,2.0,NULL,2.7,1.2,Mustasaari,101464,63.43508,21.06856
2020,11,28,00:00,UTC,NULL,NULL,0.6,NULL,2.4,-0.2,Mustasaari,101464,63.43508,21.06856
2020,11,29,00:00,UTC,NULL,NULL,1.7,NULL,2.5,0.1,Mustasaari,101464,63.43508,21.06856
2020,11,30,00:00,UTC,NULL,NULL,1.8,NULL,3.0,1.2,Mustasaari,101464,63.43508,21.06856
2020,12,1,00:00,UTC,NULL,NULL,1.9,NULL,3.1,1.4,Mustasaari,101464,63.43508,21.06856
2020,12,2,00:00,UTC,NULL,NULL,3.8,NULL,5.1,-0.4,Mustasaari,101464,63.43508,21.06856
2020,12,3,00:00,UTC,NULL,NULL,2.0,NULL,5.7,0.7,Mustasaari,101464,63.43508,21.06856
2020,12,4,00:00,UTC,NULL,NULL,1.4,NULL,1.8,0.5,Mustasaari,101464,63.43508,21.06856
2020,12,5,00:00,UTC,NULL,NULL,3.3,NULL,5.5,1.1,Mustasaari,101464,63.43508,21.06856
2020,12,6,00:00,UTC,NULL,NULL,5.5,NULL,6.3,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,7,00:00,UTC,NULL,NULL,3.6,NULL,5.8,2.3,Mustasaari,101464,63.43508,21.06856
2020,12,8,00:00,UTC,NULL,NULL,0.8,NULL,2.4,0.3,Mustasaari,101464,63.43508,21.06856
